created_at,,rating,review_text
2026-04-04,,4,Loved BEGINNER COOKING in Pittsfield—the music and cues were on point. Would definitely come back. Loved the community vibe.
2026-01-09,,2,Not a great session of LINE DANCING at Riverstone YMCA. the facility felt busy and a bit chaotic. Check-in line moved slowly.
2026-02-20,,2,Had a rough experience with CARDIO STRENGTH at Harborlight YMCA. it didn’t match the description on the schedule Needs improvement. Would prefer smaller groups.
2026-04-18,,5,Loved LINE DANCING at Seabrook Commons YMCA in Plymouth—I appreciated the modifications and coaching. Would definitely come back. Great for families.
2026-04-13,,3,"Mixed feelings about POWER HOUR at Seabrook Commons YMCA (Plymouth). some parts were excellent, others felt disorganized Would go again with friends."
2026-03-15,,4,Big fan of CARDIO STRENGTH at Summit Reach YMCA. it felt fun and effective without being too hard Staff were friendly and the schedule was smooth. Nice mix of ages in the group.
2026-02-08,,2,LINE DANCING at Pinecrest YMCA in Lexington was disappointing—the room was overcrowded and hard to follow. Not sure I’d return. Check-in line moved slowly.
2026-03-21,,5,Big fan of SKETCHING at Riverstone YMCA. it felt fun and effective without being too hard Staff were friendly and the schedule was smooth. Parking was easy.
2026-01-25,,4,Big fan of POWER HOUR. the class was organized and started on time Staff were friendly and the schedule was smooth. Parking was easy.
2026-04-15,,2,LINE DANCING in Framingham was disappointing—the water/room temperature was uncomfortable. Not sure I’d return. Felt hectic after school hours.
2025-12-25,,1,Not a great session of BEGINNER COOKING. it started late and felt rushed. Parking was a hassle.
2026-04-13,,2,Not a great session of AQUA CARDIO. there wasn't enough equipment/space. Check-in line moved slowly.
2025-12-27,,1,Not a great session of a class at Pinecrest YMCA. there wasn't enough equipment/space. Parking was a hassle.
2026-01-22,,2,Wanted to like ARTHRITIS AQUA FITNESS at Seabrook Commons YMCA (Plymouth) but there wasn't enough equipment/space. Would prefer smaller groups.
2026-02-24,,1,Wanted to like AQUA FIT at Summit Reach YMCA (Pittsfield) but staff communication at check-in was confusing. Would prefer smaller groups.
2026-01-14,,3,"Decent BOOT CAMP—some parts were excellent, others felt disorganized. Probably better on weekends."
2026-03-31,,1,Seabrook Commons YMCA felt off during BOOT CAMP: the facility felt busy and a bit chaotic. Parking was a hassle.
2026-02-20,,5,"If you're in Lexington, try CARDIO DANCE at Pinecrest YMCA. the vibe was welcoming and not intimidating Easy 5 stars. Nice mix of ages in the group."
2026-01-13,,2,Riverstone YMCA felt off during CARDIO STRENGTH: the facility felt busy and a bit chaotic. Wish there were clearer signs.
2026-02-23,,3,"Mixed feelings about SKETCHING at Riverstone YMCA (Framingham). liked it, but the start was a bit delayed Could be amazing with small tweaks."
2026-02-18,,5,"If you're in Salem, try CIRCUIT CARDIO & STRENGTH at Harborlight YMCA. it was the perfect intensity for me Easy 5 stars. Great for families."
2026-02-15,,4,Summit Reach YMCA nailed it with BOOT CAMP. it was the perfect intensity for me Great energy and well-run session. Loved the community vibe.
2026-01-28,,1,Not a great session of CIRCUIT CARDIO & STRENGTH at Pinecrest YMCA. it didn’t match the description on the schedule. Check-in line moved slowly.
2025-12-20,,5,"If you're in Lexington, try AQUA PILATES at Pinecrest YMCA. the vibe was welcoming and not intimidating Easy 5 stars. Great for families."
2026-04-18,,3,"Decent BOOT CAMP BURN at Riverstone YMCA—worth doing, but I expected more variety. Might try the morning slot next time."
2026-03-17,,4,Riverstone YMCA nailed it with SALSA / LATIN DANCE. the pacing was great and I left feeling energized Great energy and well-run session. Front desk was helpful.
2026-02-05,,2,Not a great session of CIRCUIT CARDIO & STRENGTH at Pinecrest YMCA. it didn’t match the description on the schedule. Would prefer smaller groups.
2026-02-14,,3,"Decent POWER HOUR—enjoyed it overall, just wish it was less crowded. Might try the morning slot next time."
2025-12-18,,3,"Mixed feelings about SALSA / LATIN DANCE (Framingham). great concept, uneven execution today Might try the morning slot next time."
2026-01-03,,2,Had a rough experience with a class at Seabrook Commons YMCA. the water/room temperature was uncomfortable Needs improvement. Wish there were clearer signs.
2025-12-28,,4,Loved AQUA PILATES at Harborlight YMCA in Salem—it was the perfect intensity for me. Would definitely come back. Loved the community vibe.
2026-02-23,,5,"If you're in Salem, try POWER HOUR at Harborlight YMCA. it was the perfect intensity for me Easy 5 stars. Loved the community vibe."
2025-12-25,,5,Took BOOT CAMP BURN at Seabrook Commons YMCA (Plymouth) and it exceeded expectations. it was the perfect intensity for me Loved the community vibe.
2025-12-23,,1,Harborlight YMCA felt off during AQUA INTERVALS: it didn’t match the description on the schedule. Parking was a hassle.
2026-03-18,,5,Took CARDIO DANCE at Seabrook Commons YMCA (Plymouth) and it exceeded expectations. the music and cues were on point Front desk was helpful.
2025-12-29,,5,Riverstone YMCA nailed it with AQUA FIT. it felt fun and effective without being too hard Great energy and well-run session. Great for families.
2026-04-17,,4,Big fan of AQUA ZUMBA at Pinecrest YMCA. the space/pool was clean and comfortable Staff were friendly and the schedule was smooth. Front desk was helpful.
2026-03-06,,1,a class at Seabrook Commons YMCA in Plymouth was disappointing—the water/room temperature was uncomfortable. Not sure I’d return. Check-in line moved slowly.
2026-02-09,,3,"Mixed feelings about HEALTHY COOKING at Riverstone YMCA (Framingham). some parts were excellent, others felt disorganized Could be amazing with small tweaks."
2026-01-12,,1,Had a rough experience with LINE DANCING at Riverstone YMCA. it didn’t match the description on the schedule Needs improvement. Felt hectic after school hours.
2026-03-17,,5,Summit Reach YMCA nailed it with BOOT CAMP BURN. I appreciated the modifications and coaching Great energy and well-run session. Great for families.
2026-01-31,,1,Summit Reach YMCA felt off during SENIOR CIRCUITS: the room was overcrowded and hard to follow. Check-in line moved slowly.
2025-12-18,,3,"Decent CIRCUIT CARDIO & STRENGTH—enjoyed it overall, just wish it was less crowded. Could be amazing with small tweaks."
2026-01-17,,2,Not a great session of BEGINNER COOKING at Seabrook Commons YMCA. the session felt more intense than advertised. Felt hectic after school hours.
2026-04-08,,5,Big fan of BOOT CAMP BURN at Summit Reach YMCA. the pacing was great and I left feeling energized Staff were friendly and the schedule was smooth. Loved the community vibe.
2026-04-14,,2,Harborlight YMCA felt off during LINE DANCING: there wasn't enough equipment/space. Would prefer smaller groups.
2026-03-30,,4,Took LINE DANCING (Lexington) and it exceeded expectations. the pacing was great and I left feeling energized Loved the community vibe.
2026-01-16,,5,Riverstone YMCA nailed it with AQUA CARDIO. my kid/teen had a blast and asked to come back Great energy and well-run session. Parking was easy.
2026-01-30,,5,"If you're in Pittsfield, try AQUA CARDIO. the music and cues were on point Easy 5 stars. Loved the community vibe."
2026-01-25,,4,Pinecrest YMCA nailed it with AQUA CARDIO. the pacing was great and I left feeling energized Great energy and well-run session. Great for families.
2026-03-28,,2,Seabrook Commons YMCA felt off during HEALTHY COOKING: the session felt more intense than advertised. Parking was a hassle.
2026-01-26,,2,Not a great session of SALSA / LATIN DANCE. the water/room temperature was uncomfortable. Check-in line moved slowly.
2025-12-31,,1,Wanted to like a class at Seabrook Commons YMCA (Plymouth) but instructions were unclear for beginners. Wish there were clearer signs.
2025-12-31,,2,Wanted to like AQUA CARDIO at Harborlight YMCA (Salem) but it didn’t match the description on the schedule. Felt hectic after school hours.
2026-03-31,,2,Harborlight YMCA felt off during CIRCUIT CARDIO & STRENGTH: the water/room temperature was uncomfortable. Would prefer smaller groups.
2026-01-24,,4,"If you're in Pittsfield, try BOOT CAMP at Summit Reach YMCA. the vibe was welcoming and not intimidating Easy 5 stars. Parking was easy."
2026-04-15,,1,Wanted to like POWER HOUR at Harborlight YMCA (Salem) but the facility felt busy and a bit chaotic. Wish there were clearer signs.
2026-02-15,,5,Loved BEGINNER COOKING at Harborlight YMCA in Salem—the space/pool was clean and comfortable. Would definitely come back. Loved the community vibe.
2026-01-21,,4,Big fan of AQUA PILATES at Harborlight YMCA. the class was organized and started on time Staff were friendly and the schedule was smooth. Loved the community vibe.
2026-04-11,,1,Wanted to like BOOT CAMP at Pinecrest YMCA (Lexington) but it started late and felt rushed. Felt hectic after school hours.
2026-02-24,,3,"BOOT CAMP BURN at Seabrook Commons YMCA in Plymouth was okay. good for a first try, not sure it’s my favorite Might try a different time slot. Probably better on weekends."
2025-12-24,,4,Took ARTHRITIS AQUA FITNESS at Seabrook Commons YMCA (Plymouth) and it exceeded expectations. the instructor explained everything clearly Front desk was helpful.
2026-01-27,,5,Loved AQUA ZUMBA in Framingham—it was the perfect intensity for me. Would definitely come back. Nice mix of ages in the group.
2025-12-18,,1,Had a rough experience with ARTHRITIS AQUA FITNESS at Seabrook Commons YMCA. there wasn't enough equipment/space Needs improvement. Would prefer smaller groups.
2026-01-09,,1,BEGINNER COOKING at Pinecrest YMCA in Lexington was disappointing—the room was overcrowded and hard to follow. Not sure I’d return. Wish there were clearer signs.
2026-02-25,,4,"If you're in Lexington, try AQUA CARDIO. the instructor explained everything clearly Easy 5 stars. Great for families."
2026-02-08,,1,Not a great session of ARTHRITIS AQUA FITNESS at Pinecrest YMCA. the facility felt busy and a bit chaotic. Wish there were clearer signs.
2026-03-09,,2,Wanted to like a class at Pinecrest YMCA (Lexington) but the facility felt busy and a bit chaotic. Would prefer smaller groups.
2026-03-28,,2,Wanted to like CARDIO DANCE at Summit Reach YMCA (Pittsfield) but it started late and felt rushed. Felt hectic after school hours.
2026-02-05,,1,Wanted to like BEGINNER DRAWING at Summit Reach YMCA (Pittsfield) but staff communication at check-in was confusing. Would prefer smaller groups.
2026-02-12,,2,Summit Reach YMCA felt off during ARTHRITIS AQUA FITNESS: I couldn't hear the cues well. Wish there were clearer signs.
2026-02-24,,4,"If you're in Plymouth, try BEGINNER COOKING at Seabrook Commons YMCA. the pacing was great and I left feeling energized Easy 5 stars. Loved the community vibe."
2026-01-20,,4,Loved HEALTHY COOKING at Seabrook Commons YMCA in Plymouth—it was the perfect intensity for me. Would definitely come back. Loved the community vibe.
2025-12-24,,3,"BOOT CAMP at Summit Reach YMCA in Pittsfield was okay. fun format, though the cues could be clearer Might try a different time slot. Would go again with friends."
2026-01-13,,4,Big fan of SALSA / LATIN DANCE at Pinecrest YMCA. the instructor explained everything clearly Staff were friendly and the schedule was smooth. Great for families.
2025-12-31,,5,"If you're in Plymouth, try a class at Seabrook Commons YMCA. the pacing was great and I left feeling energized Easy 5 stars. Loved the community vibe."
2025-12-24,,5,Big fan of SENIOR CIRCUITS at Riverstone YMCA. it felt fun and effective without being too hard Staff were friendly and the schedule was smooth. Front desk was helpful.
2026-04-08,,5,Took LINE DANCING at Summit Reach YMCA (Pittsfield) and it exceeded expectations. I appreciated the modifications and coaching Loved the community vibe.
2026-03-08,,5,Riverstone YMCA nailed it with LINE DANCING. the instructor explained everything clearly Great energy and well-run session. Front desk was helpful.
2026-03-16,,3,"a class at Seabrook Commons YMCA in Plymouth was okay. solid session, but equipment setup took too long Might try a different time slot. Probably better on weekends."
2026-02-18,,1,CIRCUIT CARDIO & STRENGTH in Framingham was disappointing—the water/room temperature was uncomfortable. Not sure I’d return. Would prefer smaller groups.
2026-03-13,,5,Harborlight YMCA nailed it with LINE DANCING. the instructor explained everything clearly Great energy and well-run session. Front desk was helpful.
2026-02-23,,2,Seabrook Commons YMCA felt off during HEALTHY COOKING: instructions were unclear for beginners. Parking was a hassle.
2026-02-01,,1,Harborlight YMCA felt off during a class: the room was overcrowded and hard to follow. Wish there were clearer signs.
2026-02-28,,2,Wanted to like SKETCHING at Riverstone YMCA (Framingham) but staff communication at check-in was confusing. Felt hectic after school hours.
2026-02-07,,1,Had a rough experience with ARTHRITIS AQUA FITNESS at Seabrook Commons YMCA. instructions were unclear for beginners Needs improvement. Felt hectic after school hours.
2026-02-08,,5,Loved BEGINNER COOKING in Lexington—the instructor explained everything clearly. Would definitely come back. Loved the community vibe.
2025-12-19,,2,Harborlight YMCA felt off during a class: it started late and felt rushed. Would prefer smaller groups.
2025-12-27,,5,Took AQUA ZUMBA at Harborlight YMCA (Salem) and it exceeded expectations. it was the perfect intensity for me Loved the community vibe.
2026-01-04,,1,Wanted to like HEALTHY COOKING at Harborlight YMCA (Salem) but I couldn't hear the cues well. Would prefer smaller groups.
2026-03-11,,2,Wanted to like AQUA CARDIO (Salem) but there wasn't enough equipment/space. Felt hectic after school hours.
2025-12-21,,5,"If you're in Pittsfield, try AQUA ZUMBA at Summit Reach YMCA. the vibe was welcoming and not intimidating Easy 5 stars. Loved the community vibe."
2026-01-12,,2,Pinecrest YMCA felt off during SENIOR CIRCUITS: I couldn't hear the cues well. Would prefer smaller groups.
2026-03-31,,5,Loved BEGINNER COOKING in Pittsfield—the space/pool was clean and comfortable. Would definitely come back. Parking was easy.
2026-03-05,,5,Loved a class at Riverstone YMCA in Framingham—the vibe was welcoming and not intimidating. Would definitely come back. Nice mix of ages in the group.
2026-04-06,,3,"ARTHRITIS AQUA FITNESS at Pinecrest YMCA in Lexington was okay. nice workout, but timing felt a little tight Might try a different time slot. Probably better on weekends."
2026-01-19,,5,"If you're in Lexington, try AQUA FIT at Pinecrest YMCA. it felt fun and effective without being too hard Easy 5 stars. Parking was easy."
2026-02-26,,2,Had a rough experience with CIRCUIT CARDIO & STRENGTH at Harborlight YMCA. the water/room temperature was uncomfortable Needs improvement. Check-in line moved slowly.
2026-02-12,,1,Wanted to like BEGINNER COOKING at Pinecrest YMCA (Lexington) but the session felt more intense than advertised. Wish there were clearer signs.
2026-04-04,,1,Had a rough experience with AQUA PILATES at Harborlight YMCA. I couldn't hear the cues well Needs improvement. Wish there were clearer signs.
2026-01-31,,4,Big fan of POWER HOUR. the space/pool was clean and comfortable Staff were friendly and the schedule was smooth. Parking was easy.
2026-04-18,,3,"Mixed feelings about POWER HOUR at Pinecrest YMCA (Lexington). liked it, but the start was a bit delayed Probably better on weekends."
2026-03-06,,4,Riverstone YMCA nailed it with BOOT CAMP. the space/pool was clean and comfortable Great energy and well-run session. Parking was easy.
2026-02-26,,3,"Decent ARTHRITIS AQUA FITNESS at Harborlight YMCA—fun format, though the cues could be clearer. Probably better on weekends."
2026-04-09,,3,"Decent BEGINNER COOKING at Seabrook Commons YMCA—good for a first try, not sure it’s my favorite. Would go again with friends."
2026-04-05,,4,Summit Reach YMCA nailed it with SALSA / LATIN DANCE. I appreciated the modifications and coaching Great energy and well-run session. Great for families.
2026-02-17,,2,Wanted to like POWER HOUR at Pinecrest YMCA (Lexington) but the session felt more intense than advertised. Felt hectic after school hours.
2026-03-21,,5,Big fan of CARDIO DANCE at Summit Reach YMCA. I appreciated the modifications and coaching Staff were friendly and the schedule was smooth. Front desk was helpful.
2026-04-02,,4,Loved BEGINNER DRAWING at Summit Reach YMCA in Pittsfield—it was the perfect intensity for me. Would definitely come back. Parking was easy.
2026-02-05,,1,Seabrook Commons YMCA felt off during a class: the facility felt busy and a bit chaotic. Check-in line moved slowly.
2026-02-07,,1,Wanted to like SKETCHING at Harborlight YMCA (Salem) but I couldn't hear the cues well. Parking was a hassle.
2026-02-12,,1,Wanted to like SALSA / LATIN DANCE at Riverstone YMCA (Framingham) but the facility felt busy and a bit chaotic. Would prefer smaller groups.
2026-01-25,,5,Took SALSA / LATIN DANCE at Seabrook Commons YMCA (Plymouth) and it exceeded expectations. it was the perfect intensity for me Front desk was helpful.
2026-03-26,,4,Summit Reach YMCA nailed it with ARTHRITIS AQUA FITNESS. the space/pool was clean and comfortable Great energy and well-run session. Loved the community vibe.
2026-01-21,,1,Not a great session of BOOT CAMP at Seabrook Commons YMCA. it started late and felt rushed. Felt hectic after school hours.
2026-02-03,,1,Wanted to like BOOT CAMP at Riverstone YMCA (Framingham) but I couldn't hear the cues well. Check-in line moved slowly.
2026-03-03,,4,Big fan of AQUA PILATES at Seabrook Commons YMCA. it felt fun and effective without being too hard Staff were friendly and the schedule was smooth. Nice mix of ages in the group.
2025-12-23,,1,SALSA / LATIN DANCE at Seabrook Commons YMCA in Plymouth was disappointing—there wasn't enough equipment/space. Not sure I’d return. Wish there were clearer signs.
2026-04-07,,5,"If you're in Pittsfield, try CIRCUIT CARDIO & STRENGTH. the class was organized and started on time Easy 5 stars. Parking was easy."
2025-12-17,,2,Had a rough experience with HEALTHY COOKING at Seabrook Commons YMCA. the session felt more intense than advertised Needs improvement. Parking was a hassle.
2026-02-12,,3,"Decent BOOT CAMP BURN—nice workout, but timing felt a little tight. Probably better on weekends."
2026-01-04,,1,Wanted to like SENIOR CIRCUITS at Summit Reach YMCA (Pittsfield) but staff communication at check-in was confusing. Parking was a hassle.
2026-02-21,,2,Had a rough experience with CIRCUIT CARDIO & STRENGTH. there wasn't enough equipment/space Needs improvement. Would prefer smaller groups.
2026-02-07,,1,Seabrook Commons YMCA felt off during CARDIO DANCE: the session felt more intense than advertised. Check-in line moved slowly.
2026-01-08,,2,Not a great session of BOOT CAMP BURN at Seabrook Commons YMCA. staff communication at check-in was confusing. Check-in line moved slowly.
2026-01-27,,1,SKETCHING at Riverstone YMCA in Framingham was disappointing—the room was overcrowded and hard to follow. Not sure I’d return. Wish there were clearer signs.
2026-02-16,,4,Big fan of a class at Harborlight YMCA. it felt fun and effective without being too hard Staff were friendly and the schedule was smooth. Loved the community vibe.
2026-02-19,,1,Summit Reach YMCA felt off during SENIOR CIRCUITS: the water/room temperature was uncomfortable. Check-in line moved slowly.
2026-02-22,,5,Pinecrest YMCA nailed it with BEGINNER DRAWING. it was the perfect intensity for me Great energy and well-run session. Loved the community vibe.
2026-01-19,,5,Took AQUA FIT at Riverstone YMCA (Framingham) and it exceeded expectations. my kid/teen had a blast and asked to come back Front desk was helpful.
2026-03-22,,5,Harborlight YMCA nailed it with BEGINNER DRAWING. it felt fun and effective without being too hard Great energy and well-run session. Loved the community vibe.
2026-04-03,,2,Not a great session of CARDIO DANCE at Seabrook Commons YMCA. it didn’t match the description on the schedule. Felt hectic after school hours.
2026-04-16,,1,Not a great session of LINE DANCING. the water/room temperature was uncomfortable. Parking was a hassle.
2025-12-30,,4,Pinecrest YMCA nailed it with AQUA INTERVALS. the class was organized and started on time Great energy and well-run session. Great for families.
2026-03-16,,5,Loved BEGINNER DRAWING in Pittsfield—my kid/teen had a blast and asked to come back. Would definitely come back. Parking was easy.
2025-12-23,,5,Took AQUA FIT (Salem) and it exceeded expectations. the pacing was great and I left feeling energized Loved the community vibe.
2026-02-19,,2,Not a great session of BEGINNER COOKING at Seabrook Commons YMCA. it started late and felt rushed. Felt hectic after school hours.
2026-02-03,,1,Had a rough experience with POWER HOUR at Pinecrest YMCA. the session felt more intense than advertised Needs improvement. Wish there were clearer signs.
2026-03-07,,1,Summit Reach YMCA felt off during BOOT CAMP: there wasn't enough equipment/space. Would prefer smaller groups.
2026-03-31,,3,"Mixed feelings about ARTHRITIS AQUA FITNESS at Seabrook Commons YMCA (Plymouth). solid session, but equipment setup took too long Still glad I tried it."
2026-02-01,,1,Wanted to like SENIOR CIRCUITS at Harborlight YMCA (Salem) but it didn’t match the description on the schedule. Parking was a hassle.
2026-01-07,,2,Had a rough experience with ARTHRITIS AQUA FITNESS. staff communication at check-in was confusing Needs improvement. Wish there were clearer signs.
2026-03-24,,5,"If you're in Framingham, try CARDIO DANCE. I appreciated the modifications and coaching Easy 5 stars. Nice mix of ages in the group."
2026-01-01,,1,Harborlight YMCA felt off during ARTHRITIS AQUA FITNESS: there wasn't enough equipment/space. Parking was a hassle.
2026-03-15,,5,Big fan of AQUA INTERVALS. the class was organized and started on time Staff were friendly and the schedule was smooth. Loved the community vibe.
2026-02-08,,2,Had a rough experience with ARTHRITIS AQUA FITNESS at Pinecrest YMCA. there wasn't enough equipment/space Needs improvement. Wish there were clearer signs.
2026-02-16,,3,"Mixed feelings about BOOT CAMP at Summit Reach YMCA (Pittsfield). great concept, uneven execution today Might try the morning slot next time."
2026-02-26,,2,AQUA CARDIO at Riverstone YMCA in Framingham was disappointing—the room was overcrowded and hard to follow. Not sure I’d return. Parking was a hassle.
2026-01-16,,4,Big fan of SENIOR CIRCUITS at Summit Reach YMCA. the class was organized and started on time Staff were friendly and the schedule was smooth. Loved the community vibe.
2026-03-23,,1,Summit Reach YMCA felt off during BEGINNER DRAWING: the water/room temperature was uncomfortable. Felt hectic after school hours.
2025-12-30,,3,"Mixed feelings about SALSA / LATIN DANCE (Salem). fun format, though the cues could be clearer Would go again with friends."
2026-04-05,,5,Big fan of BEGINNER COOKING at Summit Reach YMCA. it was the perfect intensity for me Staff were friendly and the schedule was smooth. Nice mix of ages in the group.
2026-01-02,,5,"If you're in Framingham, try HEALTHY COOKING at Riverstone YMCA. the pacing was great and I left feeling energized Easy 5 stars. Loved the community vibe."
2026-04-09,,3,"Mixed feelings about CIRCUIT CARDIO & STRENGTH (Plymouth). solid session, but equipment setup took too long Could be amazing with small tweaks."
2026-01-10,,5,"If you're in Framingham, try a class at Riverstone YMCA. it was the perfect intensity for me Easy 5 stars. Nice mix of ages in the group."
2026-03-23,,4,Loved HEALTHY COOKING at Pinecrest YMCA in Lexington—my kid/teen had a blast and asked to come back. Would definitely come back. Great for families.
2026-02-10,,1,Pinecrest YMCA felt off during AQUA ZUMBA: the room was overcrowded and hard to follow. Would prefer smaller groups.
2026-03-17,,3,"Mixed feelings about CARDIO DANCE (Pittsfield). fun format, though the cues could be clearer Might try the morning slot next time."
2026-03-27,,5,"If you're in Salem, try CARDIO STRENGTH at Harborlight YMCA. the instructor explained everything clearly Easy 5 stars. Front desk was helpful."
2026-02-16,,2,Summit Reach YMCA felt off during HEALTHY COOKING: the session felt more intense than advertised. Felt hectic after school hours.
2026-02-13,,4,Took SENIOR CIRCUITS at Seabrook Commons YMCA (Plymouth) and it exceeded expectations. the pacing was great and I left feeling energized Parking was easy.
2026-01-19,,3,"Mixed feelings about AQUA ZUMBA at Summit Reach YMCA (Pittsfield). solid session, but equipment setup took too long Might try the morning slot next time."
2026-04-17,,4,Took ARTHRITIS AQUA FITNESS at Riverstone YMCA (Framingham) and it exceeded expectations. the music and cues were on point Front desk was helpful.
2025-12-28,,1,Harborlight YMCA felt off during AQUA PILATES: it didn’t match the description on the schedule. Parking was a hassle.
2026-01-19,,5,Took ARTHRITIS AQUA FITNESS at Riverstone YMCA (Framingham) and it exceeded expectations. my kid/teen had a blast and asked to come back Front desk was helpful.
2026-01-13,,4,Big fan of a class at Harborlight YMCA. it was the perfect intensity for me Staff were friendly and the schedule was smooth. Loved the community vibe.
2026-02-07,,5,Pinecrest YMCA nailed it with a class. I appreciated the modifications and coaching Great energy and well-run session. Loved the community vibe.
2026-02-04,,4,Summit Reach YMCA nailed it with HEALTHY COOKING. the vibe was welcoming and not intimidating Great energy and well-run session. Nice mix of ages in the group.
2026-02-16,,5,Took LINE DANCING (Pittsfield) and it exceeded expectations. the music and cues were on point Loved the community vibe.
2026-01-27,,2,Had a rough experience with BOOT CAMP BURN at Riverstone YMCA. it didn’t match the description on the schedule Needs improvement. Check-in line moved slowly.
2026-03-02,,3,"Mixed feelings about CIRCUIT CARDIO & STRENGTH at Summit Reach YMCA (Pittsfield). solid session, but equipment setup took too long Still glad I tried it."
2026-02-09,,1,Wanted to like CARDIO STRENGTH at Pinecrest YMCA (Lexington) but it didn’t match the description on the schedule. Check-in line moved slowly.
2026-01-20,,3,a class at Pinecrest YMCA in Lexington was okay. good instructor but the class size was big Might try a different time slot. Probably better on weekends.
2025-12-31,,5,Took CIRCUIT CARDIO & STRENGTH at Pinecrest YMCA (Lexington) and it exceeded expectations. it felt fun and effective without being too hard Front desk was helpful.
2026-01-31,,3,"Decent POWER HOUR—nice workout, but timing felt a little tight. Still glad I tried it."
2026-03-07,,1,CIRCUIT CARDIO & STRENGTH at Harborlight YMCA in Salem was disappointing—instructions were unclear for beginners. Not sure I’d return. Check-in line moved slowly.
2026-01-20,,1,Seabrook Commons YMCA felt off during AQUA PILATES: the facility felt busy and a bit chaotic. Wish there were clearer signs.
2026-04-01,,1,POWER HOUR in Lexington was disappointing—instructions were unclear for beginners. Not sure I’d return. Check-in line moved slowly.
2026-04-03,,4,Loved AQUA CARDIO at Harborlight YMCA in Salem—I appreciated the modifications and coaching. Would definitely come back. Front desk was helpful.
2026-02-08,,2,Wanted to like AQUA ZUMBA at Pinecrest YMCA (Lexington) but I couldn't hear the cues well. Parking was a hassle.
2026-03-14,,2,Had a rough experience with CARDIO STRENGTH. staff communication at check-in was confusing Needs improvement. Felt hectic after school hours.
2026-01-05,,3,"LINE DANCING at Seabrook Commons YMCA in Plymouth was okay. fun format, though the cues could be clearer Might try a different time slot. Might try the morning slot next time."
2026-01-02,,2,Summit Reach YMCA felt off during CIRCUIT CARDIO & STRENGTH: the session felt more intense than advertised. Check-in line moved slowly.
2025-12-21,,1,Not a great session of POWER HOUR. I couldn't hear the cues well. Felt hectic after school hours.
2026-02-06,,4,"If you're in Lexington, try BEGINNER DRAWING at Pinecrest YMCA. the pacing was great and I left feeling energized Easy 5 stars. Great for families."
2026-02-19,,5,Took CARDIO STRENGTH at Summit Reach YMCA (Pittsfield) and it exceeded expectations. my kid/teen had a blast and asked to come back Front desk was helpful.
2026-02-28,,2,Seabrook Commons YMCA felt off during AQUA CARDIO: the room was overcrowded and hard to follow. Would prefer smaller groups.
2026-01-05,,2,Riverstone YMCA felt off during BOOT CAMP BURN: the facility felt busy and a bit chaotic. Check-in line moved slowly.
2026-03-26,,5,Took SENIOR CIRCUITS (Plymouth) and it exceeded expectations. the space/pool was clean and comfortable Nice mix of ages in the group.
2026-04-11,,5,Loved AQUA ZUMBA at Riverstone YMCA in Framingham—the music and cues were on point. Would definitely come back. Parking was easy.
2025-12-31,,2,Not a great session of BOOT CAMP BURN. the session felt more intense than advertised. Felt hectic after school hours.
2026-04-04,,2,CIRCUIT CARDIO & STRENGTH at Harborlight YMCA in Salem was disappointing—the facility felt busy and a bit chaotic. Not sure I’d return. Parking was a hassle.
2026-01-31,,4,Took ARTHRITIS AQUA FITNESS at Pinecrest YMCA (Lexington) and it exceeded expectations. the music and cues were on point Front desk was helpful.
2026-02-02,,3,"AQUA CARDIO in Lexington was okay. enjoyed it overall, just wish it was less crowded Might try a different time slot. Might try the morning slot next time."
2026-03-11,,2,Summit Reach YMCA felt off during AQUA CARDIO: instructions were unclear for beginners. Check-in line moved slowly.
2026-02-25,,2,Riverstone YMCA felt off during SENIOR CIRCUITS: the facility felt busy and a bit chaotic. Check-in line moved slowly.
2025-12-22,,2,AQUA ZUMBA at Riverstone YMCA in Framingham was disappointing—staff communication at check-in was confusing. Not sure I’d return. Wish there were clearer signs.
2026-02-11,,5,Loved AQUA PILATES at Summit Reach YMCA in Pittsfield—it felt fun and effective without being too hard. Would definitely come back. Parking was easy.
2025-12-29,,4,"If you're in Pittsfield, try SENIOR CIRCUITS. the class was organized and started on time Easy 5 stars. Nice mix of ages in the group."
2025-12-22,,3,"Decent POWER HOUR at Pinecrest YMCA—some parts were excellent, others felt disorganized. Could be amazing with small tweaks."
2025-12-26,,3,"CARDIO STRENGTH at Pinecrest YMCA in Lexington was okay. great concept, uneven execution today Might try a different time slot. Probably better on weekends."
2026-02-12,,4,Big fan of SKETCHING at Seabrook Commons YMCA. it felt fun and effective without being too hard Staff were friendly and the schedule was smooth. Nice mix of ages in the group.
2026-04-20,,1,Seabrook Commons YMCA felt off during SKETCHING: the water/room temperature was uncomfortable. Check-in line moved slowly.
2026-03-24,,1,AQUA PILATES at Summit Reach YMCA in Pittsfield was disappointing—the facility felt busy and a bit chaotic. Not sure I’d return. Wish there were clearer signs.
2026-02-09,,5,"If you're in Salem, try a class at Harborlight YMCA. I appreciated the modifications and coaching Easy 5 stars. Front desk was helpful."
2026-01-27,,5,"If you're in Plymouth, try AQUA CARDIO at Seabrook Commons YMCA. I appreciated the modifications and coaching Easy 5 stars. Front desk was helpful."
2025-12-29,,5,Riverstone YMCA nailed it with BEGINNER DRAWING. my kid/teen had a blast and asked to come back Great energy and well-run session. Nice mix of ages in the group.
